chr6:41286601-41286824	chr6:41301419-41301724
chr21:34571192-34571326	chr21:34733678-34734189
chr20:61076779-61077313	chr20:61423534-61423709
chr17:46102426-46102830	chr17:46696942-46697254
chr20:62170184-62170345	chr20:62494990-62495823
chr14:76015506-76015808	chr14:76026175-76026384
chr15:101462538-101462736	chr15:101546574-101546638
chr14:55109619-55109800	chr14:55240829-55240954
chr1:234635806-234635989	chr1:235246558-235246857
chr17:65418011-65418377	chr17:65471347-65471548
chr17:65418011-65418377	chr17:65471645-65472025
chr1:209909843-209910309	chr1:209921200-209921357
chr10:106065321-106065564	chr10:106109390-106109845
chr10:106065731-106065880	chr10:106109390-106109845
chr9:134498956-134499243	chr9:134613837-134614689
chr1:93324554-93324784	chr1:93427945-93428408
chr3:128327283-128327483	chr3:128564550-128565114
chr10:126336359-126336702	chr10:126429723-126430192
chr10:126337254-126337585	chr10:126429723-126430192
chr11:57336823-57337050	chr11:57406709-57407290
chr6:27156271-27156423	chr6:27759985-27760333
chr21:26980548-26980842	chr21:27082933-27083032
chr12:685193-685500	chr12:860254-860664
chr19:1672372-1672532	chr19:1763363-1763749
chr5:141394614-141394984	chr5:141404371-141404781
chr1:209921200-209921357	chr1:209942657-209943400
chr8:131012344-131012436	chr8:131027030-131027189
chr5:42994649-42995346	chr5:43020158-43020617
chr5:42994649-42995346	chr5:43020658-43020829
chr16:121563-121849	chr16:145023-145249
chr12:54610103-54610277	chr12:54752421-54752649
chr12:54610103-54610277	chr12:54752671-54753884
chr12:54610103-54610277	chr12:54754477-54754933
chr12:54610828-54611089	chr12:54752421-54752649
chr12:54610828-54611089	chr12:54752671-54753884
chr12:54610828-54611089	chr12:54754477-54754933
chr12:54611719-54612027	chr12:54752421-54752649
chr12:54611719-54612027	chr12:54752671-54753884
chr12:54611719-54612027	chr12:54754477-54754933
chr5:78023887-78024125	chr5:78054058-78054218
chr5:78023887-78024125	chr5:78054356-78054508
chr13:114519511-114519912	chr13:114991757-114991940
chr9:134600757-134600889	chr9:134613837-134614689
chr9:134602820-134603314	chr9:134613837-134614689
chr9:134603973-134604163	chr9:134613837-134614689
chr9:134604574-134605174	chr9:134613837-134614689
chr9:127384209-127384538	chr9:127475055-127475439
chr20:4588468-4588478	chr20:4701383-4701758
chr10:112115007-112115281	chr10:112174147-112174523
chr10:112115007-112115281	chr10:112174673-112174737
chr1:235114050-235115068	chr1:235146978-235147112
chr14:105511213-105511346	chr14:105532794-105533222
chr3:58321418-58321818	chr3:58400417-58400633
chr2:85154234-85154422	chr2:85166635-85167198
chr2:85151844-85152193	chr2:85171560-85171874
chr2:85151844-85152193	chr2:85173188-85173797
chr2:85154234-85154422	chr2:85171560-85171874
chr2:85154234-85154422	chr2:85173188-85173797
chr20:52195343-52195714	chr20:52531977-52532203
chr20:52195343-52195714	chr20:52532315-52532889
chr20:52195343-52195714	chr20:52533564-52534521
chr20:52195908-52196455	chr20:52531977-52532203
chr20:52195908-52196455	chr20:52532315-52532889
chr20:52195908-52196455	chr20:52533564-52534521
chr2:37622307-37622582	chr2:38342911-38343198
chr11:76898493-76898545	chr11:77260240-77260365
chr2:64978173-64978610	chr2:65058327-65058875
chr5:138897527-138897822	chr5:139145441-139145496
chr17:32528232-32528642	chr17:32692859-32693331
chr17:32530253-32530526	chr17:32692859-32693331
chr1:66714465-66714786	chr1:66910997-66911424
chr1:66715274-66715505	chr1:66910997-66911424
chr1:66716160-66716649	chr1:66910997-66911424
chr1:66717339-66717678	chr1:66910997-66911424
chr17:39705098-39705383	chr17:39823354-39823685
chr1:66867932-66868143	chr1:66910997-66911424
chr8:128222835-128223182	chr8:128313110-128313516
chr8:128222835-128223182	chr8:128313576-128313848
chr8:128222835-128223182	chr8:128314976-128315380
chr6:32982632-32982839	chr6:33017498-33017699
chr6:32982632-32982839	chr6:33018722-33018782
chr6:32984432-32984503	chr6:33017498-33017699
chr6:32984432-32984503	chr6:33018722-33018782
chr17:74116537-74116786	chr17:74269060-74269291
chr17:74117633-74117738	chr17:74269060-74269291
chr12:791756-792025	chr12:860254-860664
chr8:41851790-41851810	chr8:41997279-41998522
chr1:153504746-153504953	chr1:153541018-153541368
chr1:153505144-153505346	chr1:153541018-153541368
chr21:45274569-45274778	chr21:45359018-45359208
chr21:45275167-45275241	chr21:45359018-45359208
chr12:783263-783371	chr12:860254-860664
chr9:131936354-131936600	chr9:132379342-132379626
chr19:863983-864016	chr19:1240232-1240534
chr16:67581625-67581971	chr16:67597304-67597932
chr6:137424160-137424524	chr6:137487023-137487270
chr2:20778645-20778883	chr2:20795362-20795521
chr2:20778645-20778883	chr2:20795868-20796230
chr20:42847207-42847559	chr20:42938917-42939166
chr1:153488459-153488748	chr1:153541018-153541368
chr10:64397818-64398131	chr10:64413068-64413194
chr19:13094405-13094796	chr19:13171487-13171654
chr22:37252508-37252741	chr22:37310268-37310667
chr19:2171377-2171588	chr19:2182828-2183132
chr10:75625574-75625826	chr10:75639469-75639705
chr19:947564-948104	chr19:980601-980803
chr17:80821463-80821609	chr17:80830376-80830659
chr10:71405104-71405302	chr10:71675422-71675425
chr6:112329121-112329453	chr6:112364338-112364486
chr12:54400493-54400742	chr12:54610828-54611089
chr12:54400746-54401119	chr12:54610828-54611089
chr11:121526794-121527145	chr11:122086038-122086153
chr1:235097868-235098070	chr1:235146978-235147112
chr21:43729715-43730134	chr21:43758079-43758185
chr2:47213827-47213985	chr2:47499706-47499760
chr2:47214273-47214540	chr2:47499706-47499760
chr19:4812881-4813376	chr19:4912030-4912419
chr6:11144047-11144288	chr6:11495068-11495420
chr6:11144047-11144288	chr6:11497142-11497666
chr1:42277077-42277342	chr1:42334608-42334670
chr21:45337582-45337952	chr21:45359018-45359208
chr6:32982632-32982839	chr6:33216178-33216307
chr19:12888910-12889352	chr19:12901644-12901726
chr19:12889371-12889726	chr19:12901644-12901726
chr6:27156271-27156423	chr6:27720726-27720895
chr3:133537876-133537890	chr3:133646484-133646682
chr18:60825008-60825274	chr18:60984165-60984609
chr18:60825418-60825658	chr18:60984165-60984609
chr18:60827006-60827299	chr18:60984165-60984609
chr7:151479942-151479960	chr7:151492605-151492996
chr7:151480048-151480422	chr7:151492605-151492996
chr14:103541337-103541574	chr14:103557952-103558007
chr11:63605376-63605474	chr11:63639638-63639903
chr16:85855311-85855450	chr16:85925591-85925670
chr18:67862254-67862313	chr18:68100758-68101139
chr2:99268200-99268767	chr2:99452356-99452772
chr2:99268200-99268767	chr2:99453667-99453923
chr14:75963682-75963938	chr14:76027371-76027398
chr14:105438668-105438757	chr14:105511213-105511346
chr14:105439556-105439771	chr14:105511213-105511346
chr14:105440243-105440515	chr14:105511213-105511346
chr14:24058094-24058646	chr14:24075347-24075692
chr1:151941985-151942109	chr1:151968368-151968560
chr2:85093452-85093824	chr2:85151844-85152193
chr17:48280500-48280887	chr17:48348027-48348139
chr17:48281415-48281783	chr17:48348027-48348139
chr12:6304942-6305291	chr12:6387822-6388153
chr9:36140543-36140881	chr9:36166552-36166755
chr10:112113245-112113632	chr10:112306133-112306219
chr10:112115007-112115281	chr10:112306133-112306219
chr10:112116359-112116685	chr10:112306133-112306219
chr10:112117126-112117443	chr10:112306133-112306219
chr6:64062073-64062288	chr6:64308595-64308777
chr6:64062508-64062954	chr6:64308595-64308777
chr14:25148189-25148528	chr14:25164584-25164990
chr6:53036859-53037076	chr6:53199994-53200715
chr1:117280613-117280924	chr1:117359174-117359463
chr1:117281390-117281752	chr1:117359174-117359463
chr8:142735764-142735929	chr8:143528979-143529299
chrX:12965371-12965491	chrX:13099866-13100623
chrX:12968289-12968795	chrX:12990588-12990700
chrX:12968289-12968795	chrX:12991564-12992257
chrX:12969061-12969258	chrX:12990588-12990700
chrX:12969061-12969258	chrX:12991564-12992257
chr19:16477143-16477842	chr19:16493561-16493905
chr2:68590983-68591157	chr2:68668395-68668537
chr8:102344838-102345360	chr8:103209350-103209650
chr17:36062721-36062883	chr17:36150029-36150405
chr17:36062721-36062883	chr17:36151482-36151662
chr17:57298532-57298798	chr17:57518143-57518390
chr20:48598723-48598794	chr20:48688468-48688637
chr16:47072084-47072446	chr16:47175603-47175949
chr16:47072084-47072446	chr16:47176557-47176930
chr1:101854563-101854975	chr1:101875946-101876333
chr11:65042835-65043130	chr11:65083603-65083722
chr3:50264852-50265230	chr3:50280308-50280577
chr3:50264852-50265230	chr3:50280819-50280975
chr2:232542757-232542767	chr2:232580827-232581056
chr2:232542757-232542767	chr2:232582048-232582308
chr2:232545684-232546083	chr2:232580827-232581056
chr2:232545684-232546083	chr2:232582048-232582308
chrX:9948395-9948719	chrX:10079384-10079999
chr17:76238436-76238707	chr17:76247000-76247249
chr22:37663226-37663580	chr22:37679516-37679652
chr19:1651371-1651730	chr19:1672372-1672532
chr1:117103380-117103518	chr1:117112460-117112738
chr9:132488074-132488402	chr9:132543474-132543670
chr11:61668685-61669076	chr11:61713558-61713889
chr14:102173765-102174142	chr14:102780583-102780765
chr8:94835578-94835753	chr8:94971751-94971853
chr19:45943163-45943490	chr19:45987073-45987327
chr6:42628711-42629075	chr6:42694331-42694739
chrX:64815346-64815780	chrX:64926114-64926664
chr20:1744868-1745008	chr20:1757792-1758093
chr19:36373129-36373360	chr19:36420868-36421156
chr5:42949793-42950117	chr5:42994649-42995346
chr12:27006268-27006662	chr12:27031783-27031911
chr4:140656102-140656508	chr4:141174275-141174653
chr11:9686542-9686911	chr11:9770028-9770265
chr6:11655133-11655345	chr6:12233796-12234233
chr6:11655133-11655345	chr6:12234649-12234812
chr19:45943163-45943490	chr19:45980345-45980732
chr19:45944272-45944469	chr19:45980345-45980732
chr9:140189199-140189592	chr9:140301516-140301688
chr9:140189199-140189592	chr9:140301767-140302162
chr9:140190695-140190800	chr9:140301516-140301688
chr9:140190695-140190800	chr9:140301767-140302162
chr6:53036859-53037076	chr6:53326196-53326715
chr6:27156271-27156423	chr6:27863298-27863662
chr20:52489475-52489586	chr20:52531977-52532203
chr10:44185624-44185942	chr10:44806540-44806774
chr7:150149288-150149550	chr7:150451392-150451664
chr7:150149288-150149550	chr7:150452624-150452940
chr8:103567558-103567942	chr8:103597495-103597662
chr16:68504537-68504688	chr16:68544131-68544336
chr17:27475765-27476166	chr17:27506307-27506816
chr16:21313038-21313456	chr16:21566198-21566360
chr12:121497390-121497638	chr12:121533843-121533975
chr12:121498035-121498283	chr12:121533843-121533975
chr19:4575288-4575908	chr19:4636294-4636441
chr1:28417819-28418026	chr1:28439074-28439949
chr1:28417819-28418026	chr1:28440576-28440976
chr1:61516303-61516687	chr1:61918819-61919182
chr11:9635436-9636077	chr11:9770028-9770265
chr11:9636768-9636900	chr11:9770028-9770265
chr12:4216621-4216774	chr12:4252128-4252433
chr9:136009131-136009458	chr9:136019465-136020353
chr17:38514847-38514935	chr17:38601076-38601487
chr7:5604591-5604992	chr7:5718052-5718263
chr13:100033242-100033451	chr13:100084902-100085483
chr13:100033242-100033451	chr13:100086366-100087191
chr13:100035133-100035296	chr13:100084902-100085483
chr13:100035133-100035296	chr13:100086366-100087191
chr17:54669912-54670125	chr17:54857276-54857441
chr17:54669912-54670125	chr17:54857525-54857918
chrX:53740949-53741249	chrX:53759976-53760018
chr2:232478392-232478857	chr2:232536483-232536778
chr2:232478392-232478857	chr2:232537231-232537488
chr2:232478392-232478857	chr2:232537656-232538064
chr2:232478879-232479328	chr2:232536483-232536778
chr2:232478879-232479328	chr2:232537231-232537488
chr2:232478879-232479328	chr2:232537656-232538064
chr2:232479434-232479727	chr2:232536483-232536778
chr2:232479434-232479727	chr2:232537231-232537488
chr2:232479434-232479727	chr2:232537656-232538064
chr17:25571634-25571826	chr17:25659360-25659787
chr17:25571634-25571826	chr17:25659975-25660361
chr17:25571981-25572190	chr17:25659360-25659787
chr17:25571981-25572190	chr17:25659975-25660361
chr17:25572576-25572861	chr17:25659360-25659787
chr17:25572576-25572861	chr17:25659975-25660361
chr7:75916837-75917122	chr7:75947305-75947626
chr7:75920543-75920716	chr7:75947305-75947626
chr7:75922960-75923105	chr7:75947305-75947626
chr7:75923846-75924306	chr7:75947305-75947626
chr7:75926781-75926853	chr7:75947305-75947626
chr2:192430419-192430599	chr2:193026634-193026859
chr15:74666695-74666987	chr15:74728445-74728784
chrX:12965371-12965491	chrX:12996273-12996492
chr7:949099-949177	chr7:1013884-1014155
chr1:167772811-167773182	chr1:168050664-168051125
chr2:233927963-233928349	chr2:233946973-233947142
chr8:130315048-130315337	chr8:130573431-130573829
chr8:107775174-107775515	chr8:107843580-107843592
chr12:11736764-11737137	chr12:12185852-12185959
chr11:63605376-63605474	chr11:63687620-63687907
chr13:100072562-100072893	chr13:100086366-100087191
chr13:100074069-100075213	chr13:100086366-100087191
chr20:4090299-4090467	chr20:4701383-4701758
chr17:16440164-16440317	chr17:16487545-16487788
chr7:95546532-95546890	chr7:96657052-96657215
chr6:27740489-27740807	chr6:27759985-27760333
chr1:182113385-182113953	chr1:182363463-182363693
chr17:38689625-38689996	chr17:38771553-38771985
chr4:103541931-103542312	chr4:103967476-103967511
chr6:28805076-28805418	chr6:28985048-28985267
chr10:6056574-6056729	chr10:6093148-6093558
chr10:6056574-6056729	chr10:6094563-6094944
chr2:85154234-85154422	chr2:85185071-85185576
chr17:48280500-48280887	chr17:48367346-48367814
chr17:48281415-48281783	chr17:48367346-48367814
chr17:48282931-48283079	chr17:48367346-48367814
chr15:55514036-55514211	chr15:55581016-55581448
chr15:55514866-55515077	chr15:55581016-55581448
chr6:169356921-169357287	chr6:170838453-170838652
chr9:112162175-112162241	chr9:112173287-112173639
chr2:86262586-86262681	chr2:86307060-86307219
chr2:86262986-86263343	chr2:86307060-86307219
chr6:11655133-11655345	chr6:12291396-12291672
chr16:57048506-57048777	chr16:57073128-57073339
chr17:71427116-71427294	chr17:71708165-71708381
chr2:37622307-37622582	chr2:38060614-38060898
chr10:112155518-112156031	chr10:112174147-112174523
chrX:10051581-10051674	chrX:10079384-10079999
chr12:12134000-12134396	chr12:12163052-12163554
chr5:90514939-90515247	chr5:90679835-90680013
chr5:90514939-90515247	chr5:90680524-90680637
chr5:90524899-90525113	chr5:90679835-90680013
chr5:90524899-90525113	chr5:90680524-90680637
chr16:66988106-66988414	chr16:67011641-67011860
chr6:138029722-138029945	chr6:138121024-138121385
chr8:143532398-143532722	chr8:143553509-143553834
chr2:73218542-73218693	chr2:73402910-73403369
chr2:73218542-73218693	chr2:73404053-73404270
chr5:42994649-42995346	chr5:43038627-43038828
chr21:44597156-44597534	chr21:45065485-45065706
chr15:38855450-38855620	chr15:38975132-38975347
chrX:12965371-12965491	chrX:12973794-12974181
chrX:12965371-12965491	chrX:12974184-12974672
chrX:12965371-12965491	chrX:12974854-12975280
chr7:43625293-43625372	chr7:43740255-43740653
chr11:1567391-1567752	chr11:1595832-1596187
chr1:101854563-101854975	chr1:101873254-101873661
chr17:29764327-29764507	chr17:30170148-30170249
chr15:91191799-91192162	chr15:91208661-91208996
chr17:57504897-57505104	chr17:57518143-57518390
chr17:57505453-57505591	chr17:57518143-57518390
chr9:102007294-102007527	chr9:102028850-102028967
chr8:61816296-61816572	chr8:61824831-61825142
chr8:61816296-61816572	chr8:61825257-61825601
chr7:129042144-129042380	chr7:129465628-129465864
chr19:29958744-29959023	chr19:30206961-30207337
chr9:131900982-131901116	chr9:132369856-132370376
chr9:131900982-131901116	chr9:132372165-132372686
chr9:131900982-131901116	chr9:132373475-132373922
chr19:10515339-10515636	chr19:10534715-10535011
chr19:10516279-10516445	chr19:10534715-10535011
chr8:130315048-130315337	chr8:130548053-130548359
chr8:130317973-130318201	chr8:130548053-130548359
chr6:137416861-137417114	chr6:137487023-137487270
chr6:137418316-137418442	chr6:137487023-137487270
chr22:37663226-37663580	chr22:37703673-37703847
chr22:31606567-31606987	chr22:31626331-31627201
chr22:31609195-31609531	chr22:31626331-31627201
chr16:11405627-11405832	chr16:11422424-11422652
chr16:11405627-11405832	chr16:11422943-11423238
chr17:79228717-79229006	chr17:79450324-79450444
chr17:79228717-79229006	chr17:79451287-79451558
chr11:65537213-65537543	chr11:65583188-65583268
chr15:95802916-95802946	chr15:96900508-96900866
chr1:27935491-27936061	chr1:27986111-27986384
chr5:139050998-139051193	chr5:139145441-139145496
chr10:101767938-101768201	chr10:101780024-101780319
chr12:4216621-4216774	chr12:4257595-4257888
chr7:1035018-1035209	chr7:1101900-1102191
chr10:91020368-91020477	chr10:91127158-91127607
chr17:46680378-46680812	chr17:46696942-46697254
chr12:121021309-121021477	chr12:121533843-121533975
chr6:138121024-138121385	chr6:138261431-138261678
chr3:141021600-141021902	chr3:141173878-141174028
chr3:141021600-141021902	chr3:141174545-141175038
chr3:141021600-141021902	chr3:141175186-141175511
chr1:160677742-160679048	chr1:160696081-160696317
chr17:20943914-20944165	chr17:21002403-21002809
chr17:20943914-20944165	chr17:21003151-21003338
chr19:33726545-33726777	chr19:33894583-33894808
chr11:121526040-121526695	chr11:122072667-122072944
chr11:121526794-121527145	chr11:122072667-122072944
chr12:53264136-53264576	chr12:53273269-53273433
chr20:218253-218426	chr20:247683-247718
chr19:10523082-10523284	chr19:10534715-10535011
chr17:38170793-38171091	chr17:38266320-38266663
chr16:57643668-57643982	chr16:57682541-57682687
chr19:50860908-50861268	chr19:51059089-51059663
chr19:50860908-50861268	chr19:51059944-51060288
chr19:44249305-44249426	chr19:44287065-44287299
chr19:44249305-44249426	chr19:44288540-44288860
chr11:64320859-64321220	chr11:64416675-64417001
chr11:9623030-9623285	chr11:9635436-9636077
chr1:85320078-85320332	chr1:85328527-85328795
chr5:133864116-133864195	chr5:133890161-133890536
chr10:112115007-112115281	chr10:112155518-112156031
chr10:112116359-112116685	chr10:112155518-112156031
chr10:112117126-112117443	chr10:112155518-112156031
chr10:125151294-125151544	chr10:125312704-125313049
chr10:125151623-125152081	chr10:125312704-125313049
chr10:14689846-14690850	chr10:14701782-14702188
chr10:22886209-22886449	chr10:22919359-22919855
chr10:3907871-3908141	chr10:3917358-3918120
chr10:3908597-3908886	chr10:3917358-3918120
chr10:70804179-70804602	chr10:70853829-70854114
chr10:70805220-70805884	chr10:70853829-70854114
chr10:70809472-70809725	chr10:70846057-70846170
chr10:70811970-70812239	chr10:70846057-70846170
chr10:112261043-112261328	chr10:112295745-112296221
chr10:98029055-98029227	chr10:98048117-98048308
chr10:97545881-97546028	chr10:97591958-97592428
chr10:97547373-97547492	chr10:97591958-97592428
chr10:74055686-74056073	chr10:74076833-74077036
chr10:74055686-74056073	chr10:74078612-74078870
chr10:74055686-74056073	chr10:74079380-74080359
chr10:74055686-74056073	chr10:74080430-74080993
chr10:74055686-74056073	chr10:74081865-74082262
chr10:74055686-74056073	chr10:74082335-74082540
chr10:74056833-74058104	chr10:74076833-74077036
chr10:74056833-74058104	chr10:74078612-74078870
chr10:74056833-74058104	chr10:74079380-74080359
chr10:74056833-74058104	chr10:74080430-74080993
chr10:74056833-74058104	chr10:74081865-74082262
chr10:74056833-74058104	chr10:74082335-74082540
chr10:74007983-74008154	chr10:74055686-74056073
chr10:74007983-74008154	chr10:74056833-74058104
chr10:74007983-74008154	chr10:74019515-74019657
chr10:74007983-74008154	chr10:74020239-74021717
chr10:112602862-112603073	chr10:112620419-112620691
chr10:104401686-104402330	chr10:104473144-104473537
chr10:73487625-73488016	chr10:73529064-73529499
chr10:112174673-112174737	chr10:112185759-112186089
chr10:74032298-74032943	chr10:74055686-74056073
chr10:74032298-74032943	chr10:74056833-74058104
chr10:74037393-74037499	chr10:74055686-74056073
chr10:74037393-74037499	chr10:74056833-74058104
chr10:112174147-112174523	chr10:112259301-112259712
chr10:112174673-112174737	chr10:112259301-112259712
chr10:3893365-3894190	chr10:3915881-3916422
chr10:3893365-3894190	chr10:3917358-3918120
chr10:97518502-97518757	chr10:97591958-97592428
chr10:125162240-125162434	chr10:125312704-125313049
chr10:89824520-89824878	chr10:89870251-89870340
chr10:74019515-74019657	chr10:74032298-74032943
chr10:74019515-74019657	chr10:74037393-74037499
chr10:74020239-74021717	chr10:74032298-74032943
chr10:74020239-74021717	chr10:74037393-74037499
chr10:74079380-74080359	chr10:74091361-74091474
chr10:74079380-74080359	chr10:74091661-74092150
chr10:74080430-74080993	chr10:74091661-74092150
chr10:89826660-89827052	chr10:89851162-89851493
chr10:89827526-89827767	chr10:89851162-89851493
chr10:81025991-81026714	chr10:81045880-81046806
chr10:74007983-74008154	chr10:74091661-74092150
chr10:103591495-103591519	chr10:103600514-103600739
chr10:121065390-121065964	chr10:121075171-121075335
chr10:22886209-22886449	chr10:22894974-22895386
chr10:125151294-125151544	chr10:125162240-125162434
chr10:125151623-125152081	chr10:125162240-125162434
chr10:97521944-97522167	chr10:97591958-97592428
chr10:112116359-112116685	chr10:112174147-112174523
chr10:112116359-112116685	chr10:112174673-112174737
chr10:112117126-112117443	chr10:112174147-112174523
chr10:112117126-112117443	chr10:112174673-112174737
chr10:30782963-30783595	chr10:30818244-30819051
chr10:35421114-35421320	chr10:35438214-35438795
chr10:112155518-112156031	chr10:112169656-112169922
chr10:112155518-112156031	chr10:112170161-112170538
chr10:32606832-32606984	chr10:32621222-32621521
chr10:32607439-32608014	chr10:32621222-32621521
chr10:3853393-3854169	chr10:3915881-3916422
chr10:27026601-27027004	chr10:27147453-27147834
chr10:27027283-27027887	chr10:27147453-27147834
chr10:74014911-74015029	chr10:74037393-74037499
chr10:74016969-74017226	chr10:74037393-74037499
chr10:112263780-112264181	chr10:112295745-112296221
chr10:11208955-11209315	chr10:11217991-11218170
chr10:11208955-11209315	chr10:11220579-11221039
chr10:70853829-70854114	chr10:70884620-70884824
chr10:74037393-74037499	chr10:74080430-74080993
chr10:90031651-90031893	chr10:90145688-90145942
chr10:74055686-74056073	chr10:74091361-74091474
chr10:74055686-74056073	chr10:74091661-74092150
chr10:74056833-74058104	chr10:74091361-74091474
chr10:74056833-74058104	chr10:74091661-74092150
chr10:97456975-97457361	chr10:97591958-97592428
chr10:74020239-74021717	chr10:74055686-74056073
chr10:64413068-64413194	chr10:64468413-64468758
chr10:81008258-81008603	chr10:81025991-81026714
chr10:81008258-81008603	chr10:81027575-81027693
chr10:81009590-81010024	chr10:81025991-81026714
chr10:81009590-81010024	chr10:81027575-81027693
chr10:81010188-81010619	chr10:81025991-81026714
chr10:81010188-81010619	chr10:81027575-81027693
chr10:112115007-112115281	chr10:112185759-112186089
chr10:64374179-64374536	chr10:64413068-64413194
chr10:74007983-74008154	chr10:74032298-74032943
chr10:74007983-74008154	chr10:74037393-74037499
chr10:63806320-63806697	chr10:63839926-63839992
chr10:63807017-63807353	chr10:63839926-63839992
chr10:97518502-97518757	chr10:97597277-97597813
chr10:112116359-112116685	chr10:112185759-112186089
chr10:32611846-32612286	chr10:32621222-32621521
chr10:112562548-112562691	chr10:112602862-112603073
chr10:35424812-35424825	chr10:35438214-35438795
chr10:35425292-35425645	chr10:35438214-35438795
chr10:73595852-73596345	chr10:73612356-73612502
chr10:74037393-74037499	chr10:74091361-74091474
chr10:74037393-74037499	chr10:74091661-74092150
chr10:112116359-112116685	chr10:112295745-112296221
chr10:112115007-112115281	chr10:112168008-112168205
chr10:112155518-112156031	chr10:112174673-112174737
chr10:97518502-97518757	chr10:97527766-97528166
chr10:97527766-97528166	chr10:97543464-97543877
chr10:64374179-64374536	chr10:64391865-64392698
chr10:74032298-74032943	chr10:74079380-74080359
chr10:74032298-74032943	chr10:74080430-74080993
chr10:74032298-74032943	chr10:74081865-74082262
chr10:74032298-74032943	chr10:74082335-74082540
chr10:74016969-74017226	chr10:74055686-74056073
chr10:112155518-112156031	chr10:112183602-112183752
chr10:70803736-70803851	chr10:70846057-70846170
chr10:70804179-70804602	chr10:70846057-70846170
chr10:70805220-70805884	chr10:70846057-70846170
chr10:97543464-97543877	chr10:97597277-97597813
chr10:81008258-81008603	chr10:81045880-81046806
chr10:81009590-81010024	chr10:81045880-81046806
chr10:81010188-81010619	chr10:81045880-81046806
chr10:74007983-74008154	chr10:74016969-74017226
chr10:88160011-88160294	chr10:88171108-88171487
chr10:88160011-88160294	chr10:88172899-88173132
chr10:88160347-88160841	chr10:88171108-88171487
chr10:88160347-88160841	chr10:88172899-88173132
chr10:49879351-49879455	chr10:49891983-49892370
chr10:49879628-49879846	chr10:49891983-49892370
chr10:49881003-49881077	chr10:49891983-49892370
chr10:112174673-112174737	chr10:112263780-112264181
chr10:49876110-49876652	chr10:49891983-49892370
chr10:112602862-112603073	chr10:112624355-112624707
chr10:121028416-121028802	chr10:121072989-121073553
chr10:64394928-64395134	chr10:64413068-64413194
chr10:73595852-73596345	chr10:73620184-73620641
chr10:112263780-112264181	chr10:112272592-112272848
chr10:97518502-97518757	chr10:97543464-97543877
chr10:97518502-97518757	chr10:97545881-97546028
chr10:97518502-97518757	chr10:97547373-97547492
chr10:3915881-3916422	chr10:3944367-3944901
chr10:112113245-112113632	chr10:112259301-112259712
chr10:112113245-112113632	chr10:112261043-112261328
chr10:112113245-112113632	chr10:112263780-112264181
chr10:112115007-112115281	chr10:112259301-112259712
chr10:112115007-112115281	chr10:112261043-112261328
chr10:112115007-112115281	chr10:112263780-112264181
chr10:112116359-112116685	chr10:112259301-112259712
chr10:112116359-112116685	chr10:112261043-112261328
chr10:112116359-112116685	chr10:112263780-112264181
chr10:112117126-112117443	chr10:112259301-112259712
chr10:112117126-112117443	chr10:112261043-112261328
chr10:112117126-112117443	chr10:112263780-112264181
chr10:101908352-101908679	chr10:101944283-101944461
chr10:11220579-11221039	chr10:11239208-11239713
chr10:81004480-81004949	chr10:81045880-81046806
chr10:81005366-81005598	chr10:81045880-81046806
chr10:97521944-97522167	chr10:97543464-97543877
chr10:97543464-97543877	chr10:97591958-97592428
chr10:97581634-97581778	chr10:97591958-97592428
chr11:268826-269269	chr11:355877-356724
chr11:269337-269903	chr11:355877-356724
chr11:109870773-109871141	chr11:109948670-109948938
chr11:16924689-16924921	chr11:16945489-16945781
chr11:312288-312763	chr11:355877-356724
chr11:102431578-102431954	chr11:102450928-102451243
chr11:63302695-63302884	chr11:63334518-63335083
chr11:128579282-128579748	chr11:128590332-128590660
chr11:65259217-65259522	chr11:65273934-65274467
chr11:65259637-65259913	chr11:65273934-65274467
chr11:65259930-65260851	chr11:65273934-65274467
chr11:65261229-65261625	chr11:65273934-65274467
chr11:65261988-65262329	chr11:65273934-65274467
chr11:65894211-65894464	chr11:65903912-65904457
chr11:65263684-65264604	chr11:65273934-65274467
chr11:65264635-65265953	chr11:65273934-65274467
chr11:65254949-65255610	chr11:65264635-65265953
chr11:65254949-65255610	chr11:65273934-65274467
chr11:65256318-65257363	chr11:65264635-65265953
chr11:65256318-65257363	chr11:65273934-65274467
chr11:65257502-65257849	chr11:65264635-65265953
chr11:65257502-65257849	chr11:65273934-65274467
chr11:109843330-109843440	chr11:109870773-109871141
chr11:109843734-109844065	chr11:109870773-109871141
chr11:58967466-58967980	chr11:58984097-58984658
chr11:128388897-128389626	chr11:128421542-128421887
chr11:128388897-128389626	chr11:128422991-128423282
chr11:128377315-128377487	chr11:128421542-128421887
chr11:72854261-72854849	chr11:72863566-72863731
chr11:72854261-72854849	chr11:72865306-72865721
chr11:72451817-72452230	chr11:72474033-72474226
chr11:115795812-115796179	chr11:115867610-115867831
chr11:117685393-117685836	chr11:117693971-117694128
chr11:35052236-35052689	chr11:35061713-35062540
chr11:118663387-118663780	chr11:118691289-118691413
chr11:128339730-128340284	chr11:128352415-128352744
chr11:128341167-128341527	chr11:128352415-128352744
chr11:128341794-128342415	chr11:128352415-128352744
chr11:128343668-128343835	chr11:128352415-128352744
chr11:73088357-73088912	chr11:73095869-73096760
chr11:73088357-73088912	chr11:73097153-73097443
chr11:109855730-109855951	chr11:109870773-109871141
chr11:109948670-109948938	chr11:109957593-109958086
