chr21:11099662-11099866	chr21:11109153-11109188
chr16:85470615-85470779	chr16:85586938-85587370
chr16:85471045-85471389	chr16:85586399-85586765
chr16:85471045-85471389	chr16:85586938-85587370
chr16:85473143-85473232	chr16:85586399-85586765
chr16:85473143-85473232	chr16:85586938-85587370
chr16:85496879-85497321	chr16:85600571-85600865
chr16:85496879-85497321	chr16:85601000-85601159
chr16:85496879-85497321	chr16:85603305-85603679
chr16:85496879-85497321	chr16:85603902-85604423
chr16:85497347-85497685	chr16:85600571-85600865
chr16:85497347-85497685	chr16:85601000-85601159
chr16:85497347-85497685	chr16:85603305-85603679
chr16:85497347-85497685	chr16:85603902-85604423
chr16:85498599-85498960	chr16:85600571-85600865
chr16:85498599-85498960	chr16:85601000-85601159
chr16:85498599-85498960	chr16:85603305-85603679
chr16:85498599-85498960	chr16:85603902-85604423
chr16:85496879-85497321	chr16:85586399-85586765
chr16:85496879-85497321	chr16:85586938-85587370
chr16:85496879-85497321	chr16:85591342-85591727
chr16:85497347-85497685	chr16:85586399-85586765
chr16:85497347-85497685	chr16:85586938-85587370
chr16:85497347-85497685	chr16:85591342-85591727
chr16:85498599-85498960	chr16:85586399-85586765
chr16:85498599-85498960	chr16:85586938-85587370
chr16:85498599-85498960	chr16:85591342-85591727
chr16:85499556-85499891	chr16:85586399-85586765
chr16:85499556-85499891	chr16:85586938-85587370
chr16:85499556-85499891	chr16:85591342-85591727
chr16:85522483-85522579	chr16:85586399-85586765
chr16:85522483-85522579	chr16:85586938-85587370
chr16:85522483-85522579	chr16:85591342-85591727
chr16:85522483-85522579	chr16:85600571-85600865
chr16:85522483-85522579	chr16:85601000-85601159
chr16:85522483-85522579	chr16:85603305-85603679
chr16:85522483-85522579	chr16:85603902-85604423
chr16:85522483-85522579	chr16:85604470-85605423
chr16:85522483-85522579	chr16:85606114-85606473
chr16:85522483-85522579	chr16:85608106-85608214
chr16:85522483-85522579	chr16:85617282-85617663
chr16:85522483-85522579	chr16:85623714-85624085
chr16:85522483-85522579	chr16:85648720-85648939
chr16:85522483-85522579	chr16:85650361-85650613
chr16:85522483-85522579	chr16:85672210-85672324
chr16:85522483-85522579	chr16:85678973-85679150
chr16:85548685-85548970	chr16:85586399-85586765
chr16:85548685-85548970	chr16:85586938-85587370
chr16:85548685-85548970	chr16:85591342-85591727
chr16:85548685-85548970	chr16:85600571-85600865
chr16:85548685-85548970	chr16:85601000-85601159
chr16:85548685-85548970	chr16:85603305-85603679
chr16:85548685-85548970	chr16:85603902-85604423
chr16:85548685-85548970	chr16:85604470-85605423
chr16:85548685-85548970	chr16:85606114-85606473
chr16:85548685-85548970	chr16:85608106-85608214
chr16:85548685-85548970	chr16:85617282-85617663
chr16:85548685-85548970	chr16:85623714-85624085
chr16:85548685-85548970	chr16:85648720-85648939
chr16:85548685-85548970	chr16:85650361-85650613
chr16:85548685-85548970	chr16:85672210-85672324
chr16:85548685-85548970	chr16:85678973-85679150
chr16:85557334-85557622	chr16:85586399-85586765
chr16:85557334-85557622	chr16:85586938-85587370
chr16:85557334-85557622	chr16:85591342-85591727
chr16:85557334-85557622	chr16:85600571-85600865
chr16:85557334-85557622	chr16:85601000-85601159
chr16:85557334-85557622	chr16:85603305-85603679
chr16:85557334-85557622	chr16:85603902-85604423
chr16:85557334-85557622	chr16:85604470-85605423
chr16:85557334-85557622	chr16:85606114-85606473
chr16:85557334-85557622	chr16:85608106-85608214
chr16:85557334-85557622	chr16:85617282-85617663
chr16:85557334-85557622	chr16:85623714-85624085
chr16:85557334-85557622	chr16:85648720-85648939
chr16:85557334-85557622	chr16:85650361-85650613
chr16:85557334-85557622	chr16:85672210-85672324
chr16:85557334-85557622	chr16:85678973-85679150
chr16:85558121-85558453	chr16:85586399-85586765
chr16:85558121-85558453	chr16:85586938-85587370
chr16:85558121-85558453	chr16:85591342-85591727
chr16:85558121-85558453	chr16:85600571-85600865
chr16:85558121-85558453	chr16:85601000-85601159
chr16:85558121-85558453	chr16:85603305-85603679
chr16:85558121-85558453	chr16:85603902-85604423
chr16:85558121-85558453	chr16:85604470-85605423
chr16:85558121-85558453	chr16:85606114-85606473
chr16:85558121-85558453	chr16:85608106-85608214
chr16:85558121-85558453	chr16:85617282-85617663
chr16:85558121-85558453	chr16:85623714-85624085
chr16:85558121-85558453	chr16:85648720-85648939
chr16:85558121-85558453	chr16:85650361-85650613
chr16:85558121-85558453	chr16:85672210-85672324
chr16:85558121-85558453	chr16:85678973-85679150
chr16:85558951-85559083	chr16:85586399-85586765
chr16:85558951-85559083	chr16:85586938-85587370
chr16:85558951-85559083	chr16:85591342-85591727
chr16:85558951-85559083	chr16:85600571-85600865
chr16:85558951-85559083	chr16:85601000-85601159
chr16:85558951-85559083	chr16:85603305-85603679
chr16:85558951-85559083	chr16:85603902-85604423
chr16:85558951-85559083	chr16:85604470-85605423
chr16:85558951-85559083	chr16:85606114-85606473
chr16:85558951-85559083	chr16:85608106-85608214
chr16:85558951-85559083	chr16:85617282-85617663
chr16:85558951-85559083	chr16:85623714-85624085
chr16:85558951-85559083	chr16:85648720-85648939
chr16:85558951-85559083	chr16:85650361-85650613
chr16:85558951-85559083	chr16:85672210-85672324
chr16:85558951-85559083	chr16:85678973-85679150
chr16:85569070-85569366	chr16:85586399-85586765
chr16:85569070-85569366	chr16:85586938-85587370
chr16:85569070-85569366	chr16:85591342-85591727
chr16:85569070-85569366	chr16:85600571-85600865
chr16:85569070-85569366	chr16:85601000-85601159
chr16:85569070-85569366	chr16:85603305-85603679
chr16:85569070-85569366	chr16:85603902-85604423
chr16:85569070-85569366	chr16:85604470-85605423
chr16:85569070-85569366	chr16:85606114-85606473
chr16:85569070-85569366	chr16:85608106-85608214
chr16:85569070-85569366	chr16:85617282-85617663
chr16:85569070-85569366	chr16:85623714-85624085
chr16:85569070-85569366	chr16:85648720-85648939
chr16:85569070-85569366	chr16:85650361-85650613
chr16:85569070-85569366	chr16:85672210-85672324
chr16:85569070-85569366	chr16:85678973-85679150
chr16:85569816-85569916	chr16:85586399-85586765
chr16:85569816-85569916	chr16:85586938-85587370
chr16:85569816-85569916	chr16:85591342-85591727
chr16:85569816-85569916	chr16:85600571-85600865
chr16:85569816-85569916	chr16:85601000-85601159
chr16:85569816-85569916	chr16:85603305-85603679
chr16:85569816-85569916	chr16:85603902-85604423
chr16:85569816-85569916	chr16:85604470-85605423
chr16:85569816-85569916	chr16:85606114-85606473
chr16:85569816-85569916	chr16:85608106-85608214
chr16:85569816-85569916	chr16:85617282-85617663
chr16:85569816-85569916	chr16:85623714-85624085
chr16:85569816-85569916	chr16:85648720-85648939
chr16:85569816-85569916	chr16:85650361-85650613
chr16:85569816-85569916	chr16:85672210-85672324
chr16:85569816-85569916	chr16:85678973-85679150
chr16:85570517-85570742	chr16:85586399-85586765
chr16:85570517-85570742	chr16:85586938-85587370
chr16:85570517-85570742	chr16:85591342-85591727
chr16:85570517-85570742	chr16:85600571-85600865
chr16:85570517-85570742	chr16:85601000-85601159
chr16:85570517-85570742	chr16:85603305-85603679
chr16:85570517-85570742	chr16:85603902-85604423
chr16:85570517-85570742	chr16:85604470-85605423
chr16:85570517-85570742	chr16:85606114-85606473
chr16:85570517-85570742	chr16:85608106-85608214
chr16:85570517-85570742	chr16:85617282-85617663
chr16:85570517-85570742	chr16:85623714-85624085
chr16:85570517-85570742	chr16:85648720-85648939
chr16:85570517-85570742	chr16:85650361-85650613
chr16:85570517-85570742	chr16:85672210-85672324
chr16:85570517-85570742	chr16:85678973-85679150
chr16:85586399-85586765	chr16:85586399-85586765
chr16:85586399-85586765	chr16:85586938-85587370
chr16:85586399-85586765	chr16:85591342-85591727
chr16:85586399-85586765	chr16:85600571-85600865
chr16:85586399-85586765	chr16:85601000-85601159
chr16:85586399-85586765	chr16:85603305-85603679
chr16:85586399-85586765	chr16:85603902-85604423
chr16:85586399-85586765	chr16:85604470-85605423
chr16:85586399-85586765	chr16:85606114-85606473
chr16:85586399-85586765	chr16:85608106-85608214
chr16:85586399-85586765	chr16:85617282-85617663
chr16:85586399-85586765	chr16:85623714-85624085
chr16:85586399-85586765	chr16:85648720-85648939
chr16:85586399-85586765	chr16:85650361-85650613
chr16:85586399-85586765	chr16:85672210-85672324
chr16:85586399-85586765	chr16:85678973-85679150
chr16:85586938-85587370	chr16:85586938-85587370
chr16:85586938-85587370	chr16:85591342-85591727
chr16:85586938-85587370	chr16:85600571-85600865
chr16:85586938-85587370	chr16:85601000-85601159
chr16:85586938-85587370	chr16:85603305-85603679
chr16:85586938-85587370	chr16:85603902-85604423
chr16:85586938-85587370	chr16:85604470-85605423
chr16:85586938-85587370	chr16:85606114-85606473
chr16:85586938-85587370	chr16:85608106-85608214
chr16:85586938-85587370	chr16:85617282-85617663
chr16:85586938-85587370	chr16:85623714-85624085
chr16:85586938-85587370	chr16:85648720-85648939
chr16:85586938-85587370	chr16:85650361-85650613
chr16:85586938-85587370	chr16:85672210-85672324
chr16:85586938-85587370	chr16:85678973-85679150
chr16:85591342-85591727	chr16:85591342-85591727
chr16:85591342-85591727	chr16:85600571-85600865
chr16:85591342-85591727	chr16:85601000-85601159
chr16:85591342-85591727	chr16:85603305-85603679
chr16:85591342-85591727	chr16:85603902-85604423
chr16:85591342-85591727	chr16:85604470-85605423
chr16:85591342-85591727	chr16:85606114-85606473
chr16:85591342-85591727	chr16:85608106-85608214
chr16:85591342-85591727	chr16:85617282-85617663
chr16:85591342-85591727	chr16:85623714-85624085
chr16:85591342-85591727	chr16:85648720-85648939
chr16:85591342-85591727	chr16:85650361-85650613
chr16:85591342-85591727	chr16:85672210-85672324
chr16:85591342-85591727	chr16:85678973-85679150
chr16:85600571-85600865	chr16:85600571-85600865
chr16:85600571-85600865	chr16:85601000-85601159
chr16:85600571-85600865	chr16:85603305-85603679
chr16:85600571-85600865	chr16:85603902-85604423
chr16:85600571-85600865	chr16:85604470-85605423
chr16:85600571-85600865	chr16:85606114-85606473
chr16:85600571-85600865	chr16:85608106-85608214
chr16:85600571-85600865	chr16:85617282-85617663
chr16:85600571-85600865	chr16:85623714-85624085
chr16:85600571-85600865	chr16:85648720-85648939
chr16:85600571-85600865	chr16:85650361-85650613
chr16:85600571-85600865	chr16:85672210-85672324
chr16:85600571-85600865	chr16:85678973-85679150
chr16:85601000-85601159	chr16:85601000-85601159
chr16:85601000-85601159	chr16:85603305-85603679
chr16:85601000-85601159	chr16:85603902-85604423
chr16:85601000-85601159	chr16:85604470-85605423
chr16:85601000-85601159	chr16:85606114-85606473
chr16:85601000-85601159	chr16:85608106-85608214
chr16:85601000-85601159	chr16:85617282-85617663
chr16:85601000-85601159	chr16:85623714-85624085
chr16:85601000-85601159	chr16:85648720-85648939
chr16:85601000-85601159	chr16:85650361-85650613
chr16:85601000-85601159	chr16:85672210-85672324
chr16:85601000-85601159	chr16:85678973-85679150
chr16:85603305-85603679	chr16:85603305-85603679
chr16:85603305-85603679	chr16:85603902-85604423
chr16:85603305-85603679	chr16:85604470-85605423
chr16:85603305-85603679	chr16:85606114-85606473
chr16:85603305-85603679	chr16:85608106-85608214
chr16:85603305-85603679	chr16:85617282-85617663
chr16:85603305-85603679	chr16:85623714-85624085
chr16:85603305-85603679	chr16:85648720-85648939
chr16:85603305-85603679	chr16:85650361-85650613
chr16:85603305-85603679	chr16:85672210-85672324
chr16:85603305-85603679	chr16:85678973-85679150
chr16:85603902-85604423	chr16:85603902-85604423
chr16:85603902-85604423	chr16:85604470-85605423
chr16:85603902-85604423	chr16:85606114-85606473
chr16:85603902-85604423	chr16:85608106-85608214
chr16:85603902-85604423	chr16:85617282-85617663
chr16:85603902-85604423	chr16:85623714-85624085
chr16:85603902-85604423	chr16:85648720-85648939
chr16:85603902-85604423	chr16:85650361-85650613
chr16:85603902-85604423	chr16:85672210-85672324
chr16:85603902-85604423	chr16:85678973-85679150
chr16:85604470-85605423	chr16:85604470-85605423
chr16:85604470-85605423	chr16:85606114-85606473
chr16:85604470-85605423	chr16:85608106-85608214
chr16:85604470-85605423	chr16:85617282-85617663
chr16:85604470-85605423	chr16:85623714-85624085
chr16:85604470-85605423	chr16:85648720-85648939
chr16:85604470-85605423	chr16:85650361-85650613
chr16:85604470-85605423	chr16:85672210-85672324
chr16:85604470-85605423	chr16:85678973-85679150
chr16:85606114-85606473	chr16:85606114-85606473
chr16:85606114-85606473	chr16:85608106-85608214
chr16:85606114-85606473	chr16:85617282-85617663
chr16:85606114-85606473	chr16:85623714-85624085
chr16:85606114-85606473	chr16:85648720-85648939
chr16:85606114-85606473	chr16:85650361-85650613
chr16:85606114-85606473	chr16:85672210-85672324
chr16:85606114-85606473	chr16:85678973-85679150
chr16:85608106-85608214	chr16:85608106-85608214
chr16:85608106-85608214	chr16:85617282-85617663
chr16:85608106-85608214	chr16:85623714-85624085
chr16:85608106-85608214	chr16:85648720-85648939
chr16:85608106-85608214	chr16:85650361-85650613
chr16:85608106-85608214	chr16:85672210-85672324
chr16:85608106-85608214	chr16:85678973-85679150
chr16:85617282-85617663	chr16:85617282-85617663
chr16:85617282-85617663	chr16:85623714-85624085
chr16:85617282-85617663	chr16:85648720-85648939
chr16:85617282-85617663	chr16:85650361-85650613
chr16:85617282-85617663	chr16:85672210-85672324
chr16:85617282-85617663	chr16:85678973-85679150
chr16:85623714-85624085	chr16:85623714-85624085
chr16:85623714-85624085	chr16:85648720-85648939
chr16:85623714-85624085	chr16:85650361-85650613
chr16:85623714-85624085	chr16:85672210-85672324
chr16:85623714-85624085	chr16:85678973-85679150
chr16:85648720-85648939	chr16:85648720-85648939
chr16:85648720-85648939	chr16:85650361-85650613
chr16:85648720-85648939	chr16:85672210-85672324
chr16:85648720-85648939	chr16:85678973-85679150
chr16:85650361-85650613	chr16:85650361-85650613
chr16:85650361-85650613	chr16:85672210-85672324
chr16:85650361-85650613	chr16:85678973-85679150
chr16:85672210-85672324	chr16:85672210-85672324
chr16:85672210-85672324	chr16:85678973-85679150
chr16:85557334-85557622	chr16:85569070-85569366
chr16:85557334-85557622	chr16:85569816-85569916
chr16:85558121-85558453	chr16:85569070-85569366
chr16:85558121-85558453	chr16:85569816-85569916
chr16:85558951-85559083	chr16:85569070-85569366
chr16:85558951-85559083	chr16:85569816-85569916
chr16:87807027-87807287	chr16:87901718-87902209
chr16:87811234-87811383	chr16:87886258-87886670
chr16:87811524-87811882	chr16:87886258-87886670
chr16:87812654-87813065	chr16:87886258-87886670
chr16:87814047-87814397	chr16:87886258-87886670
chr16:87811524-87811882	chr16:87904170-87904524
chr16:87812654-87813065	chr16:87904170-87904524
chr16:87814047-87814397	chr16:87904170-87904524
chr16:87839693-87840050	chr16:87856343-87856555
chr16:87840547-87840941	chr16:87856343-87856555
chr16:87870717-87871153	chr16:87886258-87886670
chr16:87878915-87879213	chr16:87888208-87888468
chr16:87878915-87879213	chr16:87889826-87890140
chr16:87886258-87886670	chr16:87899593-87899990
chr16:87886258-87886670	chr16:87901718-87902209
chr16:87886258-87886670	chr16:87904170-87904524
chr16:87888208-87888468	chr16:87899593-87899990
chr16:87888208-87888468	chr16:87901718-87902209
chr16:87888208-87888468	chr16:87904170-87904524
chr16:87889826-87890140	chr16:87899593-87899990
chr16:87889826-87890140	chr16:87901718-87902209
chr16:87889826-87890140	chr16:87904170-87904524
chr16:87892287-87892434	chr16:87899593-87899990
chr16:87892287-87892434	chr16:87901718-87902209
chr16:87892287-87892434	chr16:87904170-87904524
chr16:88520905-88521327	chr16:88535003-88535267
chr16:88520905-88521327	chr16:88536108-88536349
chr16:88520905-88521327	chr16:88536883-88537327
chr16:88520905-88521327	chr16:88540534-88540913
chr16:88520905-88521327	chr16:88560841-88560974
chr16:88535003-88535267	chr16:88544681-88544835
chr16:88536108-88536349	chr16:88544681-88544835
chr16:88536883-88537327	chr16:88544681-88544835
chr16:88536108-88536349	chr16:88557943-88558427
chr16:88540534-88540913	chr16:88555955-88556054
chr16:88540534-88540913	chr16:88557943-88558427
chr16:88540534-88540913	chr16:88560841-88560974
chr16:88544681-88544835	chr16:88555955-88556054
chr16:88544681-88544835	chr16:88557943-88558427
chr16:88544681-88544835	chr16:88560841-88560974
chr16:88700249-88701257	chr16:88771579-88772211
chr16:88701263-88701663	chr16:88771579-88772211
chr16:88771579-88772211	chr16:88835950-88836275
chr16:88771579-88772211	chr16:88836450-88836610
chr16:88826966-88827318	chr16:88826966-88827318
chr16:88826966-88827318	chr16:88829964-88830251
chr16:88826966-88827318	chr16:88831388-88831665
chr16:88826966-88827318	chr16:88835950-88836275
chr16:88826966-88827318	chr16:88836450-88836610
chr16:88826966-88827318	chr16:88837093-88837695
chr16:88826966-88827318	chr16:88839181-88839507
chr16:88826966-88827318	chr16:88839973-88840262
chr16:88826966-88827318	chr16:88847421-88847701
chr16:88826966-88827318	chr16:88848168-88848452
chr16:88826966-88827318	chr16:88848890-88849172
chr16:88826966-88827318	chr16:88857121-88857244
chr16:88826966-88827318	chr16:88860126-88860280
chr16:88826966-88827318	chr16:88865592-88865963
chr16:88826966-88827318	chr16:88866491-88866710
chr16:88829964-88830251	chr16:88829964-88830251
chr16:88829964-88830251	chr16:88831388-88831665
chr16:88829964-88830251	chr16:88835950-88836275
chr16:88829964-88830251	chr16:88836450-88836610
chr16:88829964-88830251	chr16:88837093-88837695
chr16:88829964-88830251	chr16:88839181-88839507
chr16:88829964-88830251	chr16:88839973-88840262
chr16:88829964-88830251	chr16:88847421-88847701
chr16:88829964-88830251	chr16:88848168-88848452
chr16:88829964-88830251	chr16:88848890-88849172
chr16:88829964-88830251	chr16:88857121-88857244
chr16:88829964-88830251	chr16:88860126-88860280
chr16:88829964-88830251	chr16:88865592-88865963
chr16:88829964-88830251	chr16:88866491-88866710
chr16:88831388-88831665	chr16:88831388-88831665
chr16:88831388-88831665	chr16:88835950-88836275
chr16:88831388-88831665	chr16:88836450-88836610
chr16:88831388-88831665	chr16:88837093-88837695
chr16:88831388-88831665	chr16:88839181-88839507
chr16:88831388-88831665	chr16:88839973-88840262
chr16:88831388-88831665	chr16:88847421-88847701
chr16:88831388-88831665	chr16:88848168-88848452
chr16:88831388-88831665	chr16:88848890-88849172
chr16:88831388-88831665	chr16:88857121-88857244
chr16:88831388-88831665	chr16:88860126-88860280
chr16:88831388-88831665	chr16:88865592-88865963
chr16:88831388-88831665	chr16:88866491-88866710
chr16:88835950-88836275	chr16:88835950-88836275
chr16:88835950-88836275	chr16:88836450-88836610
chr16:88835950-88836275	chr16:88837093-88837695
chr16:88835950-88836275	chr16:88839181-88839507
chr16:88835950-88836275	chr16:88839973-88840262
chr16:88835950-88836275	chr16:88847421-88847701
chr16:88835950-88836275	chr16:88848168-88848452
chr16:88835950-88836275	chr16:88848890-88849172
chr16:88835950-88836275	chr16:88857121-88857244
chr16:88835950-88836275	chr16:88860126-88860280
chr16:88835950-88836275	chr16:88865592-88865963
chr16:88835950-88836275	chr16:88866491-88866710
chr16:88836450-88836610	chr16:88836450-88836610
chr16:88836450-88836610	chr16:88837093-88837695
chr16:88836450-88836610	chr16:88839181-88839507
chr16:88836450-88836610	chr16:88839973-88840262
chr16:88836450-88836610	chr16:88847421-88847701
chr16:88836450-88836610	chr16:88848168-88848452
chr16:88836450-88836610	chr16:88848890-88849172
chr16:88836450-88836610	chr16:88857121-88857244
chr16:88836450-88836610	chr16:88860126-88860280
chr16:88836450-88836610	chr16:88865592-88865963
chr16:88836450-88836610	chr16:88866491-88866710
chr16:88837093-88837695	chr16:88837093-88837695
chr16:88837093-88837695	chr16:88839181-88839507
chr16:88837093-88837695	chr16:88839973-88840262
chr16:88837093-88837695	chr16:88847421-88847701
chr16:88837093-88837695	chr16:88848168-88848452
chr16:88837093-88837695	chr16:88848890-88849172
chr16:88837093-88837695	chr16:88857121-88857244
chr16:88837093-88837695	chr16:88860126-88860280
chr16:88837093-88837695	chr16:88865592-88865963
chr16:88837093-88837695	chr16:88866491-88866710
chr16:88839181-88839507	chr16:88839181-88839507
chr16:88839181-88839507	chr16:88839973-88840262
chr16:88839181-88839507	chr16:88847421-88847701
chr16:88839181-88839507	chr16:88848168-88848452
chr16:88839181-88839507	chr16:88848890-88849172
chr16:88839181-88839507	chr16:88857121-88857244
chr16:88839181-88839507	chr16:88860126-88860280
chr16:88839181-88839507	chr16:88865592-88865963
chr16:88839181-88839507	chr16:88866491-88866710
chr16:88839973-88840262	chr16:88839973-88840262
chr16:88839973-88840262	chr16:88847421-88847701
chr16:88839973-88840262	chr16:88848168-88848452
chr16:88839973-88840262	chr16:88848890-88849172
chr16:88839973-88840262	chr16:88857121-88857244
chr16:88839973-88840262	chr16:88860126-88860280
chr16:88839973-88840262	chr16:88865592-88865963
chr16:88839973-88840262	chr16:88866491-88866710
chr16:88847421-88847701	chr16:88847421-88847701
chr16:88847421-88847701	chr16:88848168-88848452
chr16:88847421-88847701	chr16:88848890-88849172
chr16:88847421-88847701	chr16:88857121-88857244
chr16:88847421-88847701	chr16:88860126-88860280
chr16:88847421-88847701	chr16:88865592-88865963
chr16:88847421-88847701	chr16:88866491-88866710
chr16:88848168-88848452	chr16:88848168-88848452
chr16:88848168-88848452	chr16:88848890-88849172
chr16:88848168-88848452	chr16:88857121-88857244
chr16:88848168-88848452	chr16:88860126-88860280
chr16:88848168-88848452	chr16:88865592-88865963
chr16:88848168-88848452	chr16:88866491-88866710
chr16:88848890-88849172	chr16:88848890-88849172
chr16:88848890-88849172	chr16:88857121-88857244
chr16:88848890-88849172	chr16:88860126-88860280
chr16:88848890-88849172	chr16:88865592-88865963
chr16:88848890-88849172	chr16:88866491-88866710
chr16:88857121-88857244	chr16:88857121-88857244
chr16:88857121-88857244	chr16:88860126-88860280
chr16:88857121-88857244	chr16:88865592-88865963
chr16:88857121-88857244	chr16:88866491-88866710
chr16:88860126-88860280	chr16:88860126-88860280
chr16:88860126-88860280	chr16:88865592-88865963
chr16:88860126-88860280	chr16:88866491-88866710
chr16:89039891-89040100	chr16:89066514-89066746
chr16:89040833-89040974	chr16:89066514-89066746
chr16:89045543-89045751	chr16:89066514-89066746
chr16:89047475-89047792	chr16:89066514-89066746
chr16:89048691-89049270	chr16:89066514-89066746
chr16:89049819-89050070	chr16:89066514-89066746
chr16:89050259-89050442	chr16:89066514-89066746
chr16:89050571-89050973	chr16:89066514-89066746
chr16:89045543-89045751	chr16:89070544-89070800
chr16:89396771-89397135	chr16:89573610-89573931
chr16:89555521-89555997	chr16:89564919-89565211
chr16:89555521-89555997	chr16:89568763-89569125
chr16:89557852-89558189	chr16:89564919-89565211
chr16:89557852-89558189	chr16:89568763-89569125
chr16:89555521-89555997	chr16:89571786-89572109
chr16:89555521-89555997	chr16:89573610-89573931
chr16:89557852-89558189	chr16:89571786-89572109
chr16:89557852-89558189	chr16:89573610-89573931
chr16:89564919-89565211	chr16:89571786-89572109
chr16:89564919-89565211	chr16:89573610-89573931
chr5:10302153-10302258	chr5:10352620-10352938
chr5:10303912-10303996	chr5:10352620-10352938
chr5:10309087-10309259	chr5:10352620-10352938
chr5:10339608-10339727	chr5:10352620-10352938
chr5:10352620-10352938	chr5:10371627-10371888
chr5:14666216-14666664	chr5:14676546-14676758
chr5:39158114-39158488	chr5:39177066-39177486
chr5:40754670-40754884	chr5:40840324-40840492
chr5:42994649-42995346	chr5:43038627-43038828
chr5:42994649-42995346	chr5:43007637-43008177
chr5:42994649-42995346	chr5:43008201-43008438
chr5:42994649-42995346	chr5:43009341-43009652
chr5:42994649-42995346	chr5:43010298-43010802
chr5:42999523-42999876	chr5:43007637-43008177
chr5:42999523-42999876	chr5:43008201-43008438
chr5:42999523-42999876	chr5:43009341-43009652
chr5:42999523-42999876	chr5:43010298-43010802
chr5:43007637-43008177	chr5:43038627-43038828
chr5:43008201-43008438	chr5:43038627-43038828
chr5:43009341-43009652	chr5:43038627-43038828
chr5:43010298-43010802	chr5:43038627-43038828
chr5:78270986-78271091	chr5:78279443-78279488
chr5:79543086-79543324	chr5:79553045-79553765
chr5:81045433-81045821	chr5:81147637-81148063
chr5:81045433-81045821	chr5:81148608-81149026
chr5:81045433-81045821	chr5:81149415-81149815
chr5:81054697-81054861	chr5:81147637-81148063
chr5:81054697-81054861	chr5:81148608-81149026
chr5:81054697-81054861	chr5:81149415-81149815
chr5:81054697-81054861	chr5:81069582-81069591
chr5:81054697-81054861	chr5:81074673-81075064
chr5:81081275-81081428	chr5:81147637-81148063
chr5:88030090-88030417	chr5:88177466-88177636
chr5:88740978-88741351	chr5:88753859-88754177
chr5:90514939-90515247	chr5:90679835-90680013
chr5:90579794-90579971	chr5:90679835-90680013
chr5:90662566-90662573	chr5:90673049-90673245
chr5:90662566-90662573	chr5:90679835-90680013
chr5:90662566-90662573	chr5:90680524-90680637
chr5:90679835-90680013	chr5:90700877-90700891
chr5:90680524-90680637	chr5:90700877-90700891
chr5:94977624-94977816	chr5:95063779-95063897
chr5:94977624-94977816	chr5:95064673-95064837
chr5:95007981-95008178	chr5:95063779-95063897
chr5:95007981-95008178	chr5:95064673-95064837
chr5:95048086-95048445	chr5:95063779-95063897
chr5:95048086-95048445	chr5:95064673-95064837
chr5:95053997-95054284	chr5:95063779-95063897
chr5:95053997-95054284	chr5:95064673-95064837
chr5:95063779-95063897	chr5:95063779-95063897
chr5:95063779-95063897	chr5:95064673-95064837
chr5:95064673-95064837	chr5:95064673-95064837
chr5:98253335-98253735	chr5:98262747-98263243
chr5:123987356-123987539	chr5:123996464-123996708
chr5:123987356-123987539	chr5:123997171-123997561
chr5:126307935-126308247	chr5:126367022-126367218
chr5:126308404-126308764	chr5:126367022-126367218
chr5:131422074-131422446	chr5:131439036-131439325
chr5:131594769-131595694	chr5:131601385-131601782
chr5:131594769-131595694	chr5:131603786-131604244
chr5:131594769-131595694	chr5:131604535-131604860
chr5:131595834-131595951	chr5:131601385-131601782
chr5:131595834-131595951	chr5:131603786-131604244
chr5:131595834-131595951	chr5:131604535-131604860
chr5:131594769-131595694	chr5:131629178-131629624
chr5:131603786-131604244	chr5:131629178-131629624
chr5:131604535-131604860	chr5:131629178-131629624
chr5:131629178-131629624	chr5:131641002-131641297
chr5:131641002-131641297	chr5:131832561-131832909
chr5:131641002-131641297	chr5:131833002-131833333
chr5:131757211-131757329	chr5:131828322-131828808
chr5:131757211-131757329	chr5:131830040-131830170
chr5:131757211-131757329	chr5:131832561-131832909
chr5:131757211-131757329	chr5:131833002-131833333
chr5:131763102-131763516	chr5:131828322-131828808
chr5:131763102-131763516	chr5:131830040-131830170
chr5:131763102-131763516	chr5:131832561-131832909
chr5:131763102-131763516	chr5:131833002-131833333
chr5:131763542-131763915	chr5:131828322-131828808
chr5:131763542-131763915	chr5:131830040-131830170
chr5:131763542-131763915	chr5:131832561-131832909
chr5:131763542-131763915	chr5:131833002-131833333
chr5:131795302-131795488	chr5:131830040-131830170
chr5:131810095-131810374	chr5:131828322-131828808
chr5:131810095-131810374	chr5:131830040-131830170
chr5:131810095-131810374	chr5:131832561-131832909
chr5:131810095-131810374	chr5:131833002-131833333
chr5:131810095-131810374	chr5:131833441-131833717
chr5:131810095-131810374	chr5:131833993-131834254
chr5:131810095-131810374	chr5:131835833-131835962
chr5:137784370-137784924	chr5:137794140-137794412
chr5:137784370-137784924	chr5:137795066-137795334
chr5:137784370-137784924	chr5:137795643-137795861
chr5:137784370-137784924	chr5:137797072-137797362
chr5:137784370-137784924	chr5:137799770-137800154
chr5:137784370-137784924	chr5:137800317-137800564
chr5:137784370-137784924	chr5:137810438-137810840
chr5:137784370-137784924	chr5:137815410-137815785
chr5:137784370-137784924	chr5:137822279-137822351
chr5:137784370-137784924	chr5:137826508-137826985
chr5:137784370-137784924	chr5:137827710-137828119
chr5:137784370-137784924	chr5:137833063-137833252
chr5:137785775-137785891	chr5:137794140-137794412
