chr19:782330-783005	chr19:800594-800755
chr9:131900982-131901116	chr9:131929415-131929566
chr9:131900982-131901116	chr9:131930457-131930532
chr9:131900982-131901116	chr9:131936354-131936600
chr9:131900982-131901116	chr9:131937094-131937487
chr9:131908135-131908616	chr9:131929021-131929365
chr9:131908135-131908616	chr9:131929415-131929566
chr9:131908135-131908616	chr9:131930457-131930532
chr9:131908135-131908616	chr9:131936354-131936600
chr9:131908135-131908616	chr9:131937094-131937487
chr9:131909035-131909223	chr9:131929021-131929365
chr9:131909035-131909223	chr9:131929415-131929566
chr9:131909035-131909223	chr9:131930457-131930532
chr9:131909035-131909223	chr9:131936354-131936600
chr9:131909035-131909223	chr9:131937094-131937487
chr9:131900982-131901116	chr9:132369856-132370376
chr9:131900982-131901116	chr9:132372165-132372686
chr9:131900982-131901116	chr9:132373475-132373922
chr9:131929021-131929365	chr9:132241150-132241608
chr9:131929021-131929365	chr9:132244062-132244824
chr9:131929021-131929365	chr9:132247452-132247693
chr9:131929021-131929365	chr9:132249112-132249430
chr9:131929021-131929365	chr9:132249735-132250094
chr9:131929021-131929365	chr9:132257886-132258547
chr9:131929415-131929566	chr9:132241150-132241608
chr9:131929415-131929566	chr9:132244062-132244824
chr9:131929415-131929566	chr9:132247452-132247693
chr9:131929415-131929566	chr9:132249112-132249430
chr9:131929415-131929566	chr9:132249735-132250094
chr9:131929415-131929566	chr9:132257886-132258547
chr9:131930457-131930532	chr9:132241150-132241608
chr9:131930457-131930532	chr9:132244062-132244824
chr9:131930457-131930532	chr9:132247452-132247693
chr9:131930457-131930532	chr9:132249112-132249430
chr9:131930457-131930532	chr9:132249735-132250094
chr9:131930457-131930532	chr9:132257886-132258547
chr9:131936354-131936600	chr9:132241150-132241608
chr9:131936354-131936600	chr9:132244062-132244824
chr9:131936354-131936600	chr9:132247452-132247693
chr9:131936354-131936600	chr9:132249112-132249430
chr9:131936354-131936600	chr9:132249735-132250094
chr9:131936354-131936600	chr9:132257886-132258547
chr9:131937094-131937487	chr9:132241150-132241608
chr9:131937094-131937487	chr9:132244062-132244824
chr9:131937094-131937487	chr9:132247452-132247693
chr9:131937094-131937487	chr9:132249112-132249430
chr9:131937094-131937487	chr9:132249735-132250094
chr9:131937094-131937487	chr9:132257886-132258547
chr9:131936354-131936600	chr9:132369856-132370376
chr9:131936354-131936600	chr9:132372165-132372686
chr9:131936354-131936600	chr9:132373475-132373922
chr9:131937094-131937487	chr9:132369856-132370376
chr9:131937094-131937487	chr9:132372165-132372686
chr9:131937094-131937487	chr9:132373475-132373922
chr9:131936354-131936600	chr9:132081691-132082085
chr9:131937094-131937487	chr9:132081691-132082085
chr9:131936354-131936600	chr9:132379342-132379626
chr9:131936354-131936600	chr9:132385793-132386123
chr9:131937094-131937487	chr9:132379342-132379626
chr9:131937094-131937487	chr9:132385793-132386123
chr9:131936354-131936600	chr9:132145857-132146151
chr9:131937094-131937487	chr9:132145857-132146151
chr9:131936354-131936600	chr9:132040752-132040968
chr9:131937094-131937487	chr9:132040752-132040968
chr9:131937094-131937487	chr9:132115283-132115797
chr9:132081691-132082085	chr9:132221518-132221749
chr9:132145857-132146151	chr9:132249112-132249430
chr9:132145857-132146151	chr9:132249735-132250094
chr9:132145857-132146151	chr9:132257886-132258547
chr9:132145857-132146151	chr9:132244062-132244824
chr9:132145857-132146151	chr9:132369856-132370376
chr9:132145857-132146151	chr9:132372165-132372686
chr9:132145857-132146151	chr9:132373475-132373922
chr9:132145857-132146151	chr9:132221518-132221749
chr9:132145857-132146151	chr9:132175926-132176326
chr9:132145857-132146151	chr9:132176730-132177172
chr9:132145857-132146151	chr9:132168772-132168919
chr9:132168772-132168919	chr9:132257886-132258547
chr9:132175926-132176326	chr9:132247452-132247693
chr9:132175926-132176326	chr9:132249112-132249430
chr9:132175926-132176326	chr9:132249735-132250094
chr9:132176730-132177172	chr9:132247452-132247693
chr9:132176730-132177172	chr9:132249112-132249430
chr9:132176730-132177172	chr9:132249735-132250094
chr9:132175926-132176326	chr9:132372165-132372686
chr9:132176730-132177172	chr9:132372165-132372686
chr9:132220495-132220692	chr9:132241150-132241608
chr9:132220495-132220692	chr9:132244062-132244824
chr9:132220495-132220692	chr9:132247452-132247693
chr9:132220495-132220692	chr9:132249112-132249430
chr9:132220495-132220692	chr9:132249735-132250094
chr9:132221518-132221749	chr9:132241150-132241608
chr9:132221518-132221749	chr9:132244062-132244824
chr9:132221518-132221749	chr9:132247452-132247693
chr9:132221518-132221749	chr9:132249112-132249430
chr9:132221518-132221749	chr9:132249735-132250094
chr9:132223086-132223659	chr9:132241150-132241608
chr9:132223086-132223659	chr9:132244062-132244824
chr9:132223086-132223659	chr9:132247452-132247693
chr9:132223086-132223659	chr9:132249112-132249430
chr9:132223086-132223659	chr9:132249735-132250094
chr9:132220495-132220692	chr9:132257886-132258547
chr9:132221518-132221749	chr9:132257886-132258547
chr9:132221518-132221749	chr9:132372165-132372686
chr9:132221518-132221749	chr9:132373475-132373922
chr9:132236208-132236504	chr9:132247452-132247693
chr9:132236208-132236504	chr9:132249112-132249430
chr9:132241150-132241608	chr9:132249112-132249430
chr9:132241150-132241608	chr9:132249735-132250094
chr9:132241150-132241608	chr9:132257886-132258547
chr9:132244062-132244824	chr9:132257886-132258547
chr9:132247452-132247693	chr9:132257886-132258547
chr9:132249112-132249430	chr9:132257886-132258547
chr9:132249735-132250094	chr9:132257886-132258547
chr9:132244062-132244824	chr9:132369856-132370376
chr9:132244062-132244824	chr9:132372165-132372686
chr9:132244062-132244824	chr9:132373475-132373922
chr9:132247452-132247693	chr9:132369856-132370376
chr9:132247452-132247693	chr9:132372165-132372686
chr9:132247452-132247693	chr9:132373475-132373922
chr9:132249112-132249430	chr9:132369856-132370376
chr9:132249112-132249430	chr9:132372165-132372686
chr9:132249112-132249430	chr9:132373475-132373922
chr9:132249735-132250094	chr9:132369856-132370376
chr9:132249735-132250094	chr9:132372165-132372686
chr9:132249735-132250094	chr9:132373475-132373922
chr9:132257886-132258547	chr9:132369856-132370376
chr9:132257886-132258547	chr9:132372165-132372686
chr9:132257886-132258547	chr9:132373475-132373922
chr9:136738611-136738757	chr9:136856624-136856782
chr9:136739075-136739598	chr9:136856624-136856782
chr9:136738611-136738757	chr9:136746393-136746610
chr9:136739075-136739598	chr9:136746393-136746610
chr9:136746393-136746610	chr9:136856624-136856782
chr9:137215635-137215833	chr9:137241600-137241717
chr9:137215635-137215833	chr9:137247900-137248164
chr9:137215635-137215833	chr9:137250651-137250992
chr9:137215635-137215833	chr9:137252796-137253042
chr9:137215635-137215833	chr9:137257724-137257990
chr9:137215635-137215833	chr9:137259692-137260046
chr9:137215635-137215833	chr9:137264490-137265116
chr9:137215635-137215833	chr9:137266309-137266655
chr9:137215635-137215833	chr9:137267558-137268069
chr9:137215635-137215833	chr9:137268460-137268716
chr9:137215635-137215833	chr9:137268826-137268961
chr9:137215635-137215833	chr9:137272864-137273054
chr9:137219951-137220008	chr9:137241600-137241717
chr9:137219951-137220008	chr9:137247900-137248164
chr9:137219951-137220008	chr9:137250651-137250992
chr9:137219951-137220008	chr9:137252796-137253042
chr9:137219951-137220008	chr9:137257724-137257990
chr9:137219951-137220008	chr9:137259692-137260046
chr9:137219951-137220008	chr9:137264490-137265116
chr9:137219951-137220008	chr9:137266309-137266655
chr9:137219951-137220008	chr9:137267558-137268069
chr9:137219951-137220008	chr9:137268460-137268716
chr9:137219951-137220008	chr9:137268826-137268961
chr9:137219951-137220008	chr9:137272864-137273054
chr9:137220336-137220598	chr9:137241600-137241717
chr9:137220336-137220598	chr9:137247900-137248164
chr9:137220336-137220598	chr9:137250651-137250992
chr9:137220336-137220598	chr9:137252796-137253042
chr9:137220336-137220598	chr9:137257724-137257990
chr9:137220336-137220598	chr9:137259692-137260046
chr9:137220336-137220598	chr9:137264490-137265116
chr9:137220336-137220598	chr9:137266309-137266655
chr9:137220336-137220598	chr9:137267558-137268069
chr9:137220336-137220598	chr9:137268460-137268716
chr9:137220336-137220598	chr9:137268826-137268961
chr9:137220336-137220598	chr9:137272864-137273054
chr9:137221069-137221192	chr9:137241600-137241717
chr9:137221069-137221192	chr9:137247900-137248164
chr9:137221069-137221192	chr9:137250651-137250992
chr9:137221069-137221192	chr9:137252796-137253042
chr9:137221069-137221192	chr9:137257724-137257990
chr9:137221069-137221192	chr9:137259692-137260046
chr9:137221069-137221192	chr9:137264490-137265116
chr9:137221069-137221192	chr9:137266309-137266655
chr9:137221069-137221192	chr9:137267558-137268069
chr9:137221069-137221192	chr9:137268460-137268716
chr9:137221069-137221192	chr9:137268826-137268961
chr9:137221069-137221192	chr9:137272864-137273054
chr9:137221806-137221969	chr9:137241600-137241717
chr9:137221806-137221969	chr9:137247900-137248164
chr9:137221806-137221969	chr9:137250651-137250992
chr9:137221806-137221969	chr9:137252796-137253042
chr9:137221806-137221969	chr9:137257724-137257990
chr9:137221806-137221969	chr9:137259692-137260046
chr9:137221806-137221969	chr9:137264490-137265116
chr9:137221806-137221969	chr9:137266309-137266655
chr9:137221806-137221969	chr9:137267558-137268069
chr9:137221806-137221969	chr9:137268460-137268716
chr9:137221806-137221969	chr9:137268826-137268961
chr9:137221806-137221969	chr9:137272864-137273054
chr9:137230447-137230827	chr9:137241600-137241717
chr9:137230447-137230827	chr9:137247900-137248164
chr9:137230447-137230827	chr9:137250651-137250992
chr9:137230447-137230827	chr9:137252796-137253042
chr9:137230447-137230827	chr9:137257724-137257990
chr9:137230447-137230827	chr9:137259692-137260046
chr9:137230447-137230827	chr9:137264490-137265116
chr9:137230447-137230827	chr9:137266309-137266655
chr9:137230447-137230827	chr9:137267558-137268069
chr9:137230447-137230827	chr9:137268460-137268716
chr9:137230447-137230827	chr9:137268826-137268961
chr9:137230447-137230827	chr9:137272864-137273054
chr9:137231518-137231916	chr9:137241600-137241717
chr9:137231518-137231916	chr9:137247900-137248164
chr9:137231518-137231916	chr9:137250651-137250992
chr9:137231518-137231916	chr9:137252796-137253042
chr9:137231518-137231916	chr9:137257724-137257990
chr9:137231518-137231916	chr9:137259692-137260046
chr9:137231518-137231916	chr9:137264490-137265116
chr9:137231518-137231916	chr9:137266309-137266655
chr9:137231518-137231916	chr9:137267558-137268069
chr9:137231518-137231916	chr9:137268460-137268716
chr9:137231518-137231916	chr9:137268826-137268961
chr9:137231518-137231916	chr9:137272864-137273054
chr9:137233458-137233505	chr9:137241600-137241717
chr9:137233458-137233505	chr9:137247900-137248164
chr9:137233458-137233505	chr9:137250651-137250992
chr9:137233458-137233505	chr9:137252796-137253042
chr9:137233458-137233505	chr9:137257724-137257990
chr9:137233458-137233505	chr9:137259692-137260046
chr9:137233458-137233505	chr9:137264490-137265116
chr9:137233458-137233505	chr9:137266309-137266655
chr9:137233458-137233505	chr9:137267558-137268069
chr9:137233458-137233505	chr9:137268460-137268716
chr9:137233458-137233505	chr9:137268826-137268961
chr9:137233458-137233505	chr9:137272864-137273054
chr9:137235609-137235897	chr9:137241600-137241717
chr9:137235609-137235897	chr9:137247900-137248164
chr9:137235609-137235897	chr9:137250651-137250992
chr9:137235609-137235897	chr9:137252796-137253042
chr9:137235609-137235897	chr9:137257724-137257990
chr9:137235609-137235897	chr9:137259692-137260046
chr9:137235609-137235897	chr9:137264490-137265116
chr9:137235609-137235897	chr9:137266309-137266655
chr9:137235609-137235897	chr9:137267558-137268069
chr9:137235609-137235897	chr9:137268460-137268716
chr9:137235609-137235897	chr9:137268826-137268961
chr9:137235609-137235897	chr9:137272864-137273054
chr9:137236177-137236378	chr9:137241600-137241717
chr9:137236177-137236378	chr9:137247900-137248164
chr9:137236177-137236378	chr9:137250651-137250992
chr9:137236177-137236378	chr9:137252796-137253042
chr9:137236177-137236378	chr9:137257724-137257990
chr9:137236177-137236378	chr9:137259692-137260046
chr9:137236177-137236378	chr9:137264490-137265116
chr9:137236177-137236378	chr9:137266309-137266655
chr9:137236177-137236378	chr9:137267558-137268069
chr9:137236177-137236378	chr9:137268460-137268716
chr9:137236177-137236378	chr9:137268826-137268961
chr9:137236177-137236378	chr9:137272864-137273054
chr9:137219951-137220008	chr9:137301354-137301744
chr9:137219951-137220008	chr9:137302036-137302210
chr9:137219951-137220008	chr9:137305745-137306050
chr9:137220336-137220598	chr9:137301354-137301744
chr9:137220336-137220598	chr9:137302036-137302210
chr9:137220336-137220598	chr9:137305745-137306050
chr9:137247900-137248164	chr9:137257724-137257990
chr9:137247900-137248164	chr9:137259692-137260046
chr9:137247900-137248164	chr9:137301354-137301744
chr9:137247900-137248164	chr9:137302036-137302210
chr9:137250651-137250992	chr9:137301354-137301744
chr9:137250651-137250992	chr9:137302036-137302210
chr9:137252796-137253042	chr9:137301354-137301744
chr9:137252796-137253042	chr9:137302036-137302210
chr9:137247900-137248164	chr9:137264490-137265116
chr9:137247900-137248164	chr9:137266309-137266655
chr9:137247900-137248164	chr9:137267558-137268069
chr9:137247900-137248164	chr9:137268460-137268716
chr9:137247900-137248164	chr9:137268826-137268961
chr9:137247900-137248164	chr9:137272864-137273054
chr9:137250651-137250992	chr9:137264490-137265116
chr9:137250651-137250992	chr9:137266309-137266655
chr9:137250651-137250992	chr9:137267558-137268069
chr9:137250651-137250992	chr9:137268460-137268716
chr9:137250651-137250992	chr9:137268826-137268961
chr9:137250651-137250992	chr9:137272864-137273054
chr9:137252796-137253042	chr9:137264490-137265116
chr9:137252796-137253042	chr9:137266309-137266655
chr9:137252796-137253042	chr9:137267558-137268069
chr9:137252796-137253042	chr9:137268460-137268716
chr9:137252796-137253042	chr9:137268826-137268961
chr9:137252796-137253042	chr9:137272864-137273054
chr9:137257724-137257990	chr9:137305745-137306050
chr9:137259692-137260046	chr9:137305745-137306050
chr9:137259692-137260046	chr9:137272864-137273054
chr9:137266309-137266655	chr9:137301354-137301744
chr9:137266309-137266655	chr9:137302036-137302210
chr9:137266309-137266655	chr9:137305745-137306050
chr9:137267558-137268069	chr9:137301354-137301744
chr9:137267558-137268069	chr9:137302036-137302210
chr9:137267558-137268069	chr9:137305745-137306050
chr9:137268460-137268716	chr9:137301354-137301744
chr9:137268460-137268716	chr9:137302036-137302210
chr9:137268460-137268716	chr9:137305745-137306050
chr9:137268826-137268961	chr9:137301354-137301744
chr9:137268826-137268961	chr9:137302036-137302210
chr9:137268826-137268961	chr9:137305745-137306050
chr9:137272864-137273054	chr9:137301354-137301744
chr9:137272864-137273054	chr9:137302036-137302210
chr9:137272864-137273054	chr9:137305745-137306050
chr9:137282388-137282807	chr9:137301354-137301744
chr9:137282388-137282807	chr9:137302036-137302210
chr9:137282388-137282807	chr9:137305745-137306050
chr9:137283207-137283446	chr9:137301354-137301744
chr9:137283207-137283446	chr9:137302036-137302210
chr9:137283207-137283446	chr9:137305745-137306050
chr9:137283681-137284175	chr9:137301354-137301744
chr9:137283681-137284175	chr9:137302036-137302210
chr9:137283681-137284175	chr9:137305745-137306050
chr9:137284868-137285009	chr9:137301354-137301744
chr9:137284868-137285009	chr9:137302036-137302210
chr9:137284868-137285009	chr9:137305745-137306050
chr9:140091235-140091458	chr9:140101916-140102100
chr9:140091235-140091458	chr9:140117588-140118357
chr9:140091235-140091458	chr9:140132594-140132714
chr9:140091235-140091458	chr9:140134697-140134985
chr9:140091235-140091458	chr9:140143070-140143291
chr9:140101916-140102100	chr9:140101916-140102100
chr9:140101916-140102100	chr9:140117588-140118357
chr9:140101916-140102100	chr9:140132594-140132714
chr9:140101916-140102100	chr9:140134697-140134985
chr9:140101916-140102100	chr9:140143070-140143291
chr9:140117588-140118357	chr9:140117588-140118357
chr9:140117588-140118357	chr9:140132594-140132714
chr9:140117588-140118357	chr9:140134697-140134985
chr9:140117588-140118357	chr9:140143070-140143291
chr9:140190695-140190800	chr9:140205114-140205300
chr9:140190695-140190800	chr9:140205908-140206072
chr16:121563-121849	chr16:130955-131250
chr16:124533-124922	chr16:130955-131250
chr16:575519-575832	chr16:643606-643989
chr16:578748-579156	chr16:643606-643989
chr16:2041117-2041468	chr16:2057211-2057401
chr16:2041117-2041468	chr16:2057818-2059084
chr16:3053798-3054225	chr16:3058105-3058264
chr16:3053798-3054225	chr16:3060017-3060177
chr16:3055976-3056164	chr16:3058105-3058264
chr16:3055976-3056164	chr16:3060017-3060177
chr16:3058105-3058264	chr16:3058105-3058264
chr16:3058105-3058264	chr16:3060017-3060177
chr16:3060017-3060177	chr16:3060017-3060177
chr16:4186619-4186736	chr16:4233647-4234082
chr16:10670416-10670533	chr16:10710369-10710537
chr16:10670416-10670533	chr16:10710964-10711341
chr16:10670416-10670533	chr16:10711733-10712021
chr16:10670416-10670533	chr16:10713350-10713596
chr16:10672211-10672611	chr16:10710369-10710537
chr16:10672211-10672611	chr16:10710964-10711341
chr16:10672211-10672611	chr16:10711733-10712021
chr16:10672211-10672611	chr16:10713350-10713596
chr16:10672618-10672930	chr16:10710369-10710537
chr16:10672618-10672930	chr16:10710964-10711341
chr16:10672618-10672930	chr16:10711733-10712021
chr16:10672618-10672930	chr16:10713350-10713596
chr16:10672211-10672611	chr16:10688488-10688836
chr16:10672618-10672930	chr16:10688488-10688836
chr16:10677230-10677389	chr16:10688488-10688836
chr16:10672618-10672930	chr16:10746944-10747196
chr16:10677230-10677389	chr16:10710369-10710537
chr16:10688488-10688836	chr16:10710964-10711341
chr16:10688488-10688836	chr16:10711733-10712021
chr16:10688488-10688836	chr16:10713350-10713596
chr16:14379572-14379808	chr16:14395683-14396371
chr16:14379572-14379808	chr16:14396583-14397514
chr16:14395683-14396371	chr16:14621757-14621928
chr16:14396583-14397514	chr16:14621757-14621928
chr16:14397958-14398068	chr16:14621757-14621928
chr16:14395683-14396371	chr16:14428618-14428805
chr16:15738027-15738375	chr16:15766632-15767024
chr16:20913163-20913441	chr16:20922860-20922979
chr16:27248798-27249418	chr16:27278659-27278775
chr16:57654867-57655271	chr16:57674508-57674887
chr16:57655846-57656393	chr16:57674508-57674887
chr16:57654867-57655271	chr16:57670999-57671200
chr16:57654867-57655271	chr16:57671329-57671423
chr16:57655846-57656393	chr16:57670999-57671200
chr16:57655846-57656393	chr16:57671329-57671423
chr16:68268995-68269119	chr16:68281428-68281510
chr16:69761641-69762033	chr16:69790083-69790481
chr16:72912475-72912642	chr16:73088640-73089206
chr16:72912475-72912642	chr16:73090044-73090191
chr16:73031148-73031384	chr16:73088640-73089206
chr16:73031148-73031384	chr16:73090044-73090191
chr16:73076128-73076469	chr16:73084736-73084892
chr16:73076128-73076469	chr16:73088640-73089206
chr16:73084736-73084892	chr16:73096616-73096908
chr16:73084736-73084892	chr16:73099840-73099940
chr16:73084736-73084892	chr16:73100430-73100582
chr16:73084736-73084892	chr16:73102477-73102709
chr16:73084736-73084892	chr16:73102955-73103191
chr16:73084736-73084892	chr16:73104505-73104770
chr16:73088640-73089206	chr16:73096616-73096908
chr16:73088640-73089206	chr16:73099840-73099940
chr16:73088640-73089206	chr16:73100430-73100582
chr16:73088640-73089206	chr16:73102477-73102709
chr16:73088640-73089206	chr16:73102955-73103191
chr16:73088640-73089206	chr16:73104505-73104770
chr16:73090044-73090191	chr16:73096616-73096908
chr16:73090044-73090191	chr16:73099840-73099940
chr16:73090044-73090191	chr16:73100430-73100582
chr16:73090044-73090191	chr16:73102477-73102709
chr16:73090044-73090191	chr16:73102955-73103191
chr16:73090044-73090191	chr16:73104505-73104770
chr16:75031065-75031181	chr16:75132483-75132887
chr16:75034413-75034614	chr16:75132483-75132887
chr16:75034712-75035106	chr16:75132483-75132887
chr16:85028506-85028759	chr16:85062384-85062545
chr16:85355565-85356105	chr16:85368480-85368758
chr16:85387544-85387685	chr16:85415557-85415973
chr16:85450092-85450367	chr16:85496879-85497321
chr16:85450092-85450367	chr16:85497347-85497685
chr16:85450092-85450367	chr16:85498599-85498960
chr16:85450092-85450367	chr16:85499556-85499891
chr16:85456219-85456617	chr16:85496879-85497321
chr16:85456219-85456617	chr16:85497347-85497685
chr16:85456219-85456617	chr16:85498599-85498960
chr16:85456219-85456617	chr16:85499556-85499891
chr16:85458916-85459273	chr16:85496879-85497321
chr16:85458916-85459273	chr16:85497347-85497685
chr16:85458916-85459273	chr16:85498599-85498960
chr16:85458916-85459273	chr16:85499556-85499891
chr16:85470615-85470779	chr16:85496879-85497321
chr16:85470615-85470779	chr16:85497347-85497685
chr16:85470615-85470779	chr16:85498599-85498960
chr16:85470615-85470779	chr16:85499556-85499891
chr16:85471045-85471389	chr16:85496879-85497321
chr16:85471045-85471389	chr16:85497347-85497685
chr16:85471045-85471389	chr16:85498599-85498960
chr16:85471045-85471389	chr16:85499556-85499891
chr16:85473143-85473232	chr16:85496879-85497321
chr16:85473143-85473232	chr16:85497347-85497685
chr16:85473143-85473232	chr16:85498599-85498960
chr16:85473143-85473232	chr16:85499556-85499891
chr16:85450092-85450367	chr16:85557334-85557622
chr16:85450092-85450367	chr16:85558121-85558453
chr16:85450092-85450367	chr16:85558951-85559083
chr16:85456219-85456617	chr16:85557334-85557622
chr16:85456219-85456617	chr16:85558121-85558453
chr16:85456219-85456617	chr16:85558951-85559083
chr16:85450092-85450367	chr16:85586399-85586765
chr16:85450092-85450367	chr16:85586938-85587370
chr16:85456219-85456617	chr16:85586399-85586765
chr16:85456219-85456617	chr16:85586938-85587370
chr16:85456219-85456617	chr16:85648720-85648939
chr16:85456219-85456617	chr16:85650361-85650613
chr16:85456219-85456617	chr16:85470615-85470779
chr16:85456219-85456617	chr16:85471045-85471389
chr16:85470615-85470779	chr16:85557334-85557622
chr16:85470615-85470779	chr16:85558121-85558453
chr16:85471045-85471389	chr16:85557334-85557622
chr16:85471045-85471389	chr16:85558121-85558453
chr16:85473143-85473232	chr16:85557334-85557622
chr16:85473143-85473232	chr16:85558121-85558453
chr16:85471045-85471389	chr16:85586938-85587370
chr16:85496879-85497321	chr16:85648720-85648939
chr16:85497347-85497685	chr16:85648720-85648939
chr16:85498599-85498960	chr16:85648720-85648939
chr16:85496879-85497321	chr16:85586399-85586765
chr16:85496879-85497321	chr16:85586938-85587370
chr16:85496879-85497321	chr16:85591342-85591727
chr16:85497347-85497685	chr16:85586399-85586765
chr16:85497347-85497685	chr16:85586938-85587370
chr16:85497347-85497685	chr16:85591342-85591727
chr16:85498599-85498960	chr16:85586399-85586765
chr16:85498599-85498960	chr16:85586938-85587370
chr16:85498599-85498960	chr16:85591342-85591727
chr16:85499556-85499891	chr16:85586399-85586765
chr16:85499556-85499891	chr16:85586938-85587370
chr16:85499556-85499891	chr16:85591342-85591727
chr16:85496879-85497321	chr16:85548685-85548970
chr16:85497347-85497685	chr16:85548685-85548970
chr16:85498599-85498960	chr16:85548685-85548970
chr16:85499556-85499891	chr16:85548685-85548970
chr16:85496879-85497321	chr16:85557334-85557622
chr16:85496879-85497321	chr16:85558121-85558453
chr16:85497347-85497685	chr16:85557334-85557622
chr16:85497347-85497685	chr16:85558121-85558453
chr16:85498599-85498960	chr16:85557334-85557622
chr16:85498599-85498960	chr16:85558121-85558453
chr16:85499556-85499891	chr16:85557334-85557622
chr16:85499556-85499891	chr16:85558121-85558453
chr16:85522483-85522579	chr16:85548685-85548970
chr16:85548685-85548970	chr16:85586938-85587370
chr16:85548685-85548970	chr16:85557334-85557622
chr16:85548685-85548970	chr16:85558121-85558453
chr16:85548685-85548970	chr16:85558951-85559083
chr16:85548685-85548970	chr16:85648720-85648939
chr16:85557334-85557622	chr16:85586399-85586765
chr16:85557334-85557622	chr16:85586938-85587370
chr16:85557334-85557622	chr16:85591342-85591727
chr16:85558121-85558453	chr16:85586399-85586765
chr16:85558121-85558453	chr16:85586938-85587370
chr16:85558121-85558453	chr16:85591342-85591727
chr16:85558951-85559083	chr16:85586399-85586765
chr16:85558951-85559083	chr16:85586938-85587370
chr16:85558951-85559083	chr16:85591342-85591727
chr16:85557334-85557622	chr16:85648720-85648939
chr16:85558121-85558453	chr16:85648720-85648939
chr16:85558951-85559083	chr16:85648720-85648939
chr16:85558121-85558453	chr16:85569070-85569366
chr16:85558951-85559083	chr16:85569070-85569366
chr16:85586399-85586765	chr16:85648720-85648939
chr16:85586938-85587370	chr16:85648720-85648939
chr16:85591342-85591727	chr16:85648720-85648939
chr16:85591342-85591727	chr16:85600571-85600865
chr16:85591342-85591727	chr16:85601000-85601159
chr16:85591342-85591727	chr16:85603305-85603679
chr16:85591342-85591727	chr16:85603902-85604423
chr16:85648720-85648939	chr16:85672210-85672324
chr16:85650361-85650613	chr16:85672210-85672324
chr16:85751381-85751721	chr16:85783855-85783992
chr16:85751381-85751721	chr16:85785568-85785942
chr16:87812654-87813065	chr16:87901718-87902209
chr16:87823236-87823449	chr16:87839693-87840050
chr16:87823236-87823449	chr16:87840547-87840941
chr16:87823236-87823449	chr16:87843209-87843416
chr16:87823592-87823837	chr16:87839693-87840050
chr16:87823592-87823837	chr16:87840547-87840941
chr16:87823592-87823837	chr16:87843209-87843416
chr16:87823592-87823837	chr16:87888208-87888468
chr16:87823592-87823837	chr16:87889826-87890140
chr16:87840547-87840941	chr16:87878915-87879213
chr16:87886258-87886670	chr16:87901718-87902209
chr16:87888208-87888468	chr16:87901718-87902209
chr16:88686245-88686708	chr16:88700249-88701257
chr16:88686245-88686708	chr16:88701263-88701663
chr16:88826966-88827318	chr16:88826966-88827318
chr16:88826966-88827318	chr16:88829964-88830251
chr16:88826966-88827318	chr16:88831388-88831665
chr16:88826966-88827318	chr16:88835950-88836275
chr16:88826966-88827318	chr16:88836450-88836610
chr16:88826966-88827318	chr16:88837093-88837695
chr16:88826966-88827318	chr16:88839181-88839507
chr16:88826966-88827318	chr16:88839973-88840262
chr16:88826966-88827318	chr16:88847421-88847701
chr16:88826966-88827318	chr16:88848168-88848452
chr16:88826966-88827318	chr16:88848890-88849172
chr16:88829964-88830251	chr16:88829964-88830251
chr16:88829964-88830251	chr16:88831388-88831665
chr16:88829964-88830251	chr16:88835950-88836275
chr16:88829964-88830251	chr16:88836450-88836610
chr16:88829964-88830251	chr16:88837093-88837695
chr16:88829964-88830251	chr16:88839181-88839507
chr16:88829964-88830251	chr16:88839973-88840262
chr16:88829964-88830251	chr16:88847421-88847701
chr16:88829964-88830251	chr16:88848168-88848452
chr16:88829964-88830251	chr16:88848890-88849172
chr16:88831388-88831665	chr16:88831388-88831665
chr16:88831388-88831665	chr16:88835950-88836275
chr16:88831388-88831665	chr16:88836450-88836610
chr16:88831388-88831665	chr16:88837093-88837695
chr16:88831388-88831665	chr16:88839181-88839507
chr16:88831388-88831665	chr16:88839973-88840262
chr16:88831388-88831665	chr16:88847421-88847701
chr16:88831388-88831665	chr16:88848168-88848452
chr16:88831388-88831665	chr16:88848890-88849172
chr16:88835950-88836275	chr16:88835950-88836275
chr16:88835950-88836275	chr16:88836450-88836610
chr16:88835950-88836275	chr16:88837093-88837695
chr16:88835950-88836275	chr16:88839181-88839507
chr16:88835950-88836275	chr16:88839973-88840262
chr16:88835950-88836275	chr16:88847421-88847701
chr16:88835950-88836275	chr16:88848168-88848452
chr16:88835950-88836275	chr16:88848890-88849172
chr16:88836450-88836610	chr16:88836450-88836610
chr16:88836450-88836610	chr16:88837093-88837695
chr16:88836450-88836610	chr16:88839181-88839507
chr16:88836450-88836610	chr16:88839973-88840262
chr16:88836450-88836610	chr16:88847421-88847701
chr16:88836450-88836610	chr16:88848168-88848452
chr16:88836450-88836610	chr16:88848890-88849172
chr16:88837093-88837695	chr16:88837093-88837695
chr16:88837093-88837695	chr16:88839181-88839507
chr16:88837093-88837695	chr16:88839973-88840262
chr16:88837093-88837695	chr16:88847421-88847701
chr16:88837093-88837695	chr16:88848168-88848452
chr16:88837093-88837695	chr16:88848890-88849172
chr16:88839181-88839507	chr16:88839181-88839507
chr16:88839181-88839507	chr16:88839973-88840262
chr16:88839181-88839507	chr16:88847421-88847701
